restaurant_id,order_hour,day_of_week,actual_prep_time_min,observed_prep_time_min,rush_index,reliability_score,for_bias,rf_pred,baseline_error,rf_error
124,23,3,14.57,19.55,0.4937888198757764,0.19941250009587141,4.98,15.150799999999998,4.98,0.5807999999999982
62,17,3,19.02,23.69,0.4915824915824916,0.17766518338172516,4.670000000000002,18.214999999999982,4.670000000000002,0.8050000000000175
52,3,0,15.31,15.71,0.4938271604938272,0.3451274162263393,0.40000000000000036,19.394699999999997,0.40000000000000036,4.084699999999996
191,16,0,12.79,15.16,0.49290780141843976,0.2978881855417842,2.370000000000001,16.722699999999993,2.370000000000001,3.9326999999999934
38,10,2,13.83,16.48,0.4982817869415808,0.20182725749193592,2.6500000000000004,16.92909999999999,2.6500000000000004,3.099099999999991
101,6,1,19.97,22.68,0.49814126394052044,0.17316543374903162,2.710000000000001,16.419799999999995,2.710000000000001,3.550200000000004
143,12,4,15.98,15.98,0.4966442953020134,0.8396893149534671,0.0,18.656399999999998,0.0,2.6763999999999974
103,14,2,21.54,24.79,0.49632352941176466,0.20305769401374088,3.25,22.402749999999997,3.25,0.8627499999999984
117,19,6,33.01,35.97,0.49358974358974356,0.2502831867954043,2.960000000000001,27.506149999999998,2.960000000000001,5.50385
190,16,4,12.15,14.47,0.4982817869415808,0.33448395814936716,2.3200000000000003,15.649400000000004,2.3200000000000003,3.499400000000003
62,23,6,10.84,17.16,0.4915824915824916,0.17766518338172516,6.32,12.239200000000006,6.32,1.3992000000000058
5,15,6,25.83,28.25,0.49374999999999997,0.23675135960472818,2.4200000000000017,20.6425,2.4200000000000017,5.1875
78,1,3,12.6,17.52,0.49621212121212127,0.2153565808001325,4.92,13.114099999999997,4.92,0.5140999999999973
87,6,3,13.83,18.54,0.4984709480122324,0.1683524540085534,4.709999999999999,12.361299999999998,4.709999999999999,1.468700000000002
39,1,2,23.5,26.64,0.49117647058823527,0.25537555802483575,3.1400000000000006,20.998300000000015,3.1400000000000006,2.5016999999999854
93,13,6,29.69,30.62,0.49504950495049505,0.4768222106862011,0.9299999999999997,28.09155,0.9299999999999997,1.5984499999999997
50,10,4,18.18,18.45,0.4939759036144578,0.37135796953747785,0.2699999999999996,20.223699999999994,0.2699999999999996,2.043699999999994
125,5,0,14.67,19.43,0.49853372434017595,0.2594503848831996,4.76,17.58230000000001,4.76,2.9123000000000108
163,21,2,26.82,27.47,0.4932432432432432,0.30165912518853694,0.6499999999999986,23.837049999999987,0.6499999999999986,2.982950000000013
181,4,4,15.74,18.57,0.48666666666666664,0.24835062789517443,2.83,15.976199999999995,2.83,0.23619999999999486
148,10,1,21.56,26.49,0.4964028776978417,0.23234881627697654,4.93,19.61370000000001,4.93,1.9462999999999901
89,23,1,19.25,22.83,0.48852459016393446,0.19190736403851158,3.5799999999999983,16.3506,3.5799999999999983,2.8994
31,1,3,12.41,12.41,0.4947735191637631,0.9654940811015027,0.0,16.463500000000007,0.0,4.053500000000007
176,8,0,15.29,20.55,0.4966666666666666,0.1915844188475098,5.260000000000002,16.72,5.260000000000002,1.4299999999999997
83,20,6,21.96,26.17,0.49514563106796117,0.17089148390771858,4.210000000000001,20.893200000000007,4.210000000000001,1.0667999999999935
176,11,6,12.87,16.79,0.4966666666666666,0.1915844188475098,3.92,12.275500000000001,3.92,0.5944999999999983
8,0,4,21.85,27.29,0.49234693877551017,0.21129755910157372,5.439999999999998,22.18209999999998,5.439999999999998,0.3320999999999792
112,4,0,12.84,18.09,0.5,0.17703318292709255,5.25,13.216799999999994,5.25,0.37679999999999403
192,12,4,23.13,25.24,0.4981549815498156,0.19782762868127354,2.1099999999999994,22.542450000000017,2.1099999999999994,0.5875499999999825
186,17,1,21.18,22.99,0.4927953890489914,0.356940050296098,1.8099999999999987,20.125700000000002,1.8099999999999987,1.0542999999999978
146,19,4,26.79,29.02,0.49842271293375395,0.33241287249218043,2.2300000000000004,29.021349999999988,2.2300000000000004,2.2313499999999884
155,8,0,23.86,27.11,0.4965986394557823,0.23107109420131072,3.25,23.032399999999992,3.25,0.8276000000000074
26,18,5,19.34,21.03,0.4939759036144578,0.2699478937786427,1.6900000000000013,19.159799999999997,1.6900000000000013,0.1802000000000028
49,4,6,19.27,23.28,0.49614395886889456,0.2781033005089815,4.010000000000002,18.8449,4.010000000000002,0.4251000000000005
196,14,2,30.87,36.33,0.4928571428571428,0.1418911145483133,5.459999999999997,24.03345,5.459999999999997,6.836550000000003
79,15,6,20.63,23.53,0.4906832298136645,0.2339953767042506,2.900000000000002,20.605700000000006,2.900000000000002,0.024299999999993105
68,9,6,15.33,15.33,0.49258160237388726,0.9924985574148874,0.0,16.074899999999992,0.0,0.7448999999999923
175,18,2,8.01,9.7,0.49435028248587565,0.223463687150838,1.6899999999999995,8.103600000000002,1.6899999999999995,0.09360000000000213
134,22,1,17.98,18.52,0.49671052631578944,0.716824644549763,0.5399999999999991,18.725,0.5399999999999991,0.745000000000001
47,13,0,14.2,22.81,0.49572649572649574,0.1219136234970993,8.61,14.524000000000012,8.61,0.3240000000000123
96,10,1,25.7,28.36,0.49180327868852464,0.3906698839480639,2.66,26.946550000000013,2.66,1.2465500000000134
163,12,5,35.915,40.03,0.4932432432432432,0.30165912518853694,4.115000000000002,29.78019999999999,4.115000000000002,6.134800000000009
76,6,3,16.21,18.33,0.9877300613496932,0.33854269180805413,2.1199999999999974,21.385399999999994,2.1199999999999974,5.175399999999993
116,13,0,18.91,20.95,0.5,0.20543586946641215,2.039999999999999,20.392099999999985,2.039999999999999,1.4820999999999849
110,21,0,15.11,19.05,0.48880597014925364,0.21006768847739826,3.9400000000000013,15.42890000000001,3.9400000000000013,0.31890000000000995
95,17,6,11.24,11.24,0.495016611295681,0.9243027888446216,0.0,19.538299999999996,0.0,8.298299999999996
108,18,1,19.38,19.38,0.49019607843137253,0.7071302298173247,0.0,20.220499999999994,0.0,0.8404999999999951
117,13,5,35.915,40.03,0.49358974358974356,0.2502831867954043,4.115000000000002,28.417899999999996,4.115000000000002,7.497100000000003
66,16,4,15.63,21.1,0.48843930635838145,0.16365253483545805,5.470000000000001,16.100999999999992,5.470000000000001,0.4709999999999912
141,23,1,11.14,15.39,0.49504950495049505,0.20128027453309577,4.25,11.015700000000004,4.25,0.1242999999999963
52,16,0,18.41,18.43,0.9876543209876544,0.3451274162263393,0.019999999999999574,22.1115,0.019999999999999574,3.7014999999999993
178,22,5,18.91,23.09,0.4930555555555556,0.21861869089523356,4.18,19.832699999999992,4.18,0.9226999999999919
68,17,4,19.39,19.39,0.49258160237388726,0.9924985574148874,0.0,21.244199999999992,0.0,1.8541999999999916
57,16,0,22.3,25.84,0.4911242603550296,0.315967746012487,3.539999999999999,25.252800000000025,3.539999999999999,2.9528000000000247
91,16,6,9.32,9.51,0.4968553459119497,0.8626591811584281,0.1899999999999995,18.73135,0.1899999999999995,9.411349999999999
200,0,0,31.41,38.36,0.49491525423728805,0.163850629844622,6.949999999999999,23.9883,6.949999999999999,7.421700000000001
20,23,6,26.34,31.62,0.48991354466858794,0.19873883028002748,5.280000000000001,24.689499999999995,5.280000000000001,1.6505000000000045
52,22,6,19.74,23.01,0.4938271604938272,0.3451274162263393,3.270000000000003,22.49720000000001,3.270000000000003,2.7572000000000116
76,1,2,31.26,33.6,0.4938650306748466,0.33854269180805413,2.34,27.607149999999987,2.34,3.652850000000015
30,23,3,25.22,26.73,0.4968152866242038,0.3357720026206595,1.5100000000000016,21.996299999999987,1.5100000000000016,3.2237000000000116
128,15,0,14.42,20.17,0.49671052631578944,0.13995946359239658,5.750000000000002,11.5036,5.750000000000002,2.9163999999999994
126,6,6,15.04,16.4,0.4983050847457626,0.21647670051860285,1.3599999999999994,12.315500000000007,1.3599999999999994,2.724499999999992
24,20,0,23.38,23.38,0.4966666666666666,0.5804709385962699,0.0,22.660149999999994,0.0,0.7198500000000045
5,3,3,24.33,28.45,0.49374999999999997,0.23675135960472818,4.120000000000001,25.417599999999997,4.120000000000001,1.0875999999999983
48,17,3,14.93,18.33,0.4983277591973244,0.15429392993652907,3.3999999999999986,12.597599999999993,3.3999999999999986,2.332400000000007
42,9,1,22.7,25.51,0.4981818181818181,0.297951582867784,2.8100000000000023,21.043900000000004,2.8100000000000023,1.656099999999995
75,1,5,16.01,17.75,0.49511400651465803,0.376528658893512,1.7399999999999984,18.783099999999994,1.7399999999999984,2.7730999999999923
199,0,5,10.56,14.48,0.49546827794561926,0.18977241686674237,3.92,12.041700000000006,3.92,1.4817000000000053
82,14,4,30.14,31.92,0.4922600619195047,0.23948645461011422,1.7800000000000011,28.933899999999998,1.7800000000000011,1.2061000000000028
145,8,5,11.01,11.1,0.49283667621776506,0.7182374065806076,0.08999999999999986,12.681900000000002,0.08999999999999986,1.6719000000000026
36,6,1,17.4,17.4,0.49363057324840764,0.5070823904115329,0.0,19.22630000000002,0.0,1.8263000000000211
140,10,0,34.97,37.62,0.49526813880126186,0.3261301869282779,2.6499999999999986,27.130950000000002,2.6499999999999986,7.839049999999997
10,22,3,20.94,24.6,0.4907063197026022,0.17633482872183182,3.66,20.16229999999999,3.66,0.77770000000001
62,16,5,10.4,16.07,0.4915824915824916,0.17766518338172516,5.67,11.753900000000002,5.67,1.3539000000000012
3,10,6,12.64,12.64,0.49484536082474234,0.6416181828068077,0.0,17.61879999999999,0.0,4.978799999999989
97,19,5,33.13,35.94,0.49180327868852464,0.250639653281813,2.809999999999995,28.394049999999975,2.809999999999995,4.735950000000027
186,16,6,14.22,15.56,0.4927953890489914,0.356940050296098,1.3399999999999999,18.456,1.3399999999999999,4.235999999999999
125,13,6,22.96,25.91,0.49853372434017595,0.2594503848831996,2.9499999999999993,25.530100000000008,2.9499999999999993,2.570100000000007
112,13,3,18.7,23.48,0.5,0.17703318292709255,4.780000000000001,16.867499999999996,4.780000000000001,1.8325000000000031
197,11,3,13.16,16.84,0.4826498422712934,0.2171077237441048,3.6799999999999997,14.192999999999993,3.6799999999999997,1.0329999999999924
45,20,0,31.07,31.07,0.4965753424657534,0.9926593259926593,0.0,32.04715000000004,0.0,0.9771500000000373
23,14,3,21.44,24.08,0.4947735191637631,0.23153740839172104,2.639999999999997,21.557900000000004,2.639999999999997,0.11790000000000234
113,3,4,15.38,20.36,0.49211356466876977,0.15341559445546452,4.979999999999999,14.16619999999999,4.979999999999999,1.2138000000000115
57,10,6,19.19,20.64,0.4911242603550296,0.315967746012487,1.4499999999999993,20.161099999999994,1.4499999999999993,0.9710999999999927
83,2,1,22.76,28.45,0.49514563106796117,0.17089148390771858,5.689999999999998,21.049699999999998,5.689999999999998,1.7103000000000037
159,22,1,33.88,40.03,0.4925925925925925,0.1711050534703292,6.149999999999999,20.223250000000004,6.149999999999999,13.656749999999999
66,11,3,24.95,30.06,0.48843930635838145,0.16365253483545805,5.109999999999999,20.935500000000015,5.109999999999999,4.014499999999984
154,15,1,18.81,23.2,0.4948096885813149,0.15471441736568434,4.390000000000001,17.33989999999999,4.390000000000001,1.4701000000000093
161,22,6,20.5,25.87,0.48736462093862815,0.15464662523486053,5.370000000000001,20.74530000000001,5.370000000000001,0.24530000000001095
80,3,3,10.7,15.81,0.49857549857549854,0.20013193883374963,5.110000000000001,12.668000000000005,5.110000000000001,1.9680000000000053
104,9,4,15.69,15.69,0.4928774928774929,0.8518100964549667,0.0,17.009,0.0,1.3190000000000008
33,1,4,9.56,11.74,0.4920634920634921,0.24865226294454432,2.1799999999999997,10.738199999999997,2.1799999999999997,1.1781999999999968
188,19,5,12.9,17.08,0.49508196721311465,0.1588866973482358,4.179999999999998,12.8289,4.179999999999998,0.0710999999999995
87,1,3,26.2,32.38,0.4984709480122324,0.1683524540085534,6.180000000000003,26.340900000000016,6.180000000000003,0.14090000000001623
142,21,5,21.55,23.12,0.4944649446494465,0.38990739699321414,1.5700000000000003,23.599749999999986,1.5700000000000003,2.0497499999999853
193,23,0,16.2,25.37,0.49635036496350365,0.09801559943184177,9.170000000000002,15.6939,9.170000000000002,0.5061
26,20,1,33.7,35.47,0.4939759036144578,0.2699478937786427,1.769999999999996,27.700450000000004,1.769999999999996,5.999549999999999
84,18,3,16.43,17.25,0.49473684210526325,0.5039088254685882,0.8200000000000003,19.33410000000001,0.8200000000000003,2.9041000000000103
60,19,2,23.36,26.15,0.4985250737463126,0.24016323877282,2.789999999999999,22.369550000000014,2.789999999999999,0.990449999999985
113,16,6,27.91,34.6,0.49211356466876977,0.15341559445546452,6.690000000000001,22.425099999999997,6.690000000000001,5.484900000000003
109,8,5,21.07,25.23,0.49484536082474234,0.2418710301602659,4.16,20.049299999999995,4.16,1.020700000000005
103,14,2,29.97,34.31,0.49632352941176466,0.20305769401374088,4.340000000000003,30.28264999999999,4.340000000000003,0.31264999999999077
151,19,4,27.75,29.52,0.49679487179487186,0.6827671820336304,1.7699999999999996,25.203649999999985,1.7699999999999996,2.5463500000000145
167,18,1,13.16,13.57,0.4957507082152975,0.5795118417610722,0.41000000000000014,17.790699999999994,0.41000000000000014,4.630699999999994
91,6,1,9.98,9.98,0.4968553459119497,0.8626591811584281,0.0,16.485999999999986,0.0,6.505999999999986
193,13,4,35.53,40.03,0.49635036496350365,0.09801559943184177,4.5,32.44499999999996,4.5,3.0850000000000435
90,12,2,23.84,28.72,0.495176848874598,0.16054002123679023,4.879999999999999,22.769599999999997,4.879999999999999,1.070400000000003
198,23,4,21.18,26.82,0.49491525423728805,0.1693467523303747,5.640000000000001,19.380199999999995,5.640000000000001,1.7998000000000047
74,1,5,23.75,28.24,0.49358974358974356,0.20936360682958524,4.489999999999998,21.213200000000015,4.489999999999998,2.5367999999999853
33,10,4,23.24,26.86,0.4920634920634921,0.24865226294454432,3.620000000000001,23.56340000000002,3.620000000000001,0.3234000000000208
150,20,3,32.57,35.27,0.49180327868852464,0.26149933092944627,2.700000000000003,26.688,2.700000000000003,5.8820000000000014
71,22,5,26.99,28.73,0.4888888888888889,0.42578031109432407,1.740000000000002,25.187400000000014,1.740000000000002,1.802599999999984
165,7,4,18.19,19.37,0.48821548821548816,0.4139319809069212,1.1799999999999997,18.317100000000018,1.1799999999999997,0.12710000000001642
172,23,1,12.29,13.6,0.49683544303797467,0.37764580478148313,1.3100000000000005,18.308000000000003,1.3100000000000005,6.018000000000004
96,12,5,20.57,21.45,0.49180327868852464,0.3906698839480639,0.879999999999999,24.36985,0.879999999999999,3.7998499999999993
190,11,0,12.33,15.66,0.4982817869415808,0.33448395814936716,3.33,16.794999999999977,3.33,4.464999999999977
125,6,0,23.06,26.95,0.49853372434017595,0.2594503848831996,3.8900000000000006,24.385599999999986,3.8900000000000006,1.3255999999999872
53,20,3,14.47,19.04,0.49612403100775193,0.20806074515776152,4.5699999999999985,15.635900000000007,4.5699999999999985,1.165900000000006
63,17,1,14.57,18.4,0.48916408668730643,0.1864072999503916,3.8299999999999983,14.109999999999998,3.8299999999999983,0.46000000000000263
135,7,6,35.915,37.51,0.49408284023668647,0.5955750252258017,1.5949999999999989,28.517049999999994,1.5949999999999989,7.397950000000005
117,9,0,24.72,26.7,0.49358974358974356,0.2502831867954043,1.9800000000000004,23.43920000000001,1.9800000000000004,1.2807999999999886
149,7,0,14.11,17.29,0.49508196721311465,0.36076738932533126,3.1799999999999997,17.381899999999995,3.1799999999999997,3.271899999999995
197,15,1,16.21,20.11,0.4826498422712934,0.2171077237441048,3.8999999999999986,17.03900000000002,3.8999999999999986,0.8290000000000184
171,17,0,20.33,25.03,0.4982817869415808,0.13519326491734776,4.700000000000003,14.959600000000005,4.700000000000003,5.370399999999993
11,11,3,20.8,24.43,0.49504950495049505,0.25580459829394836,3.629999999999999,20.061999999999994,3.629999999999999,0.7380000000000067
155,11,5,15.55,19.42,0.4965986394557823,0.23107109420131072,3.870000000000001,16.3502,3.870000000000001,0.8002000000000002
30,18,5,25.16,27.65,0.4968152866242038,0.3357720026206595,2.4899999999999984,20.984700000000007,2.4899999999999984,4.175299999999993
156,16,1,13.81,16.54,0.49230769230769234,0.23446658851113714,2.7299999999999986,14.199000000000002,2.7299999999999986,0.3890000000000011
15,5,1,14.42,16.38,0.493006993006993,0.29107138525723436,1.959999999999999,15.308000000000003,1.959999999999999,0.8880000000000035
172,3,2,12.8,15.09,0.49683544303797467,0.37764580478148313,2.289999999999999,16.831899999999994,2.289999999999999,4.031899999999993
196,11,3,18.77,23.32,0.4928571428571428,0.1418911145483133,4.550000000000001,17.304000000000002,4.550000000000001,1.4659999999999975
59,0,5,18.5,24.75,0.9789789789789789,0.12804865849022629,6.25,13.712599999999991,6.25,4.787400000000009
49,4,0,26.38,28.28,0.49614395886889456,0.2781033005089815,1.9000000000000021,24.5438,1.9000000000000021,1.836199999999998
162,8,3,25.44,27.42,0.4969512195121951,0.2691948715429582,1.9800000000000004,23.4785,1.9800000000000004,1.961500000000001
75,4,3,15.55,17.09,0.49511400651465803,0.376528658893512,1.5399999999999991,16.249949999999984,1.5399999999999991,0.6999499999999834
121,6,2,27.14,28.23,0.49230769230769234,0.8136303218270431,1.0899999999999999,28.348800000000004,1.0899999999999999,1.2088000000000036
96,16,0,15.68,16.62,0.49180327868852464,0.3906698839480639,0.9400000000000013,20.190299999999983,0.9400000000000013,4.510299999999983
200,1,6,21.03,26.24,0.49491525423728805,0.163850629844622,5.209999999999997,19.710800000000013,5.209999999999997,1.319199999999988
33,7,3,19.81,21.37,0.4920634920634921,0.24865226294454432,1.5600000000000023,17.586399999999998,1.5600000000000023,2.223600000000001
140,16,2,27.93,30.39,0.49526813880126186,0.3261301869282779,2.460000000000001,20.42639999999999,2.460000000000001,7.503600000000009
2,19,5,31.29,33.64,0.4928571428571428,0.47999301828337043,2.3500000000000014,26.852899999999998,2.3500000000000014,4.437100000000001
94,11,4,17.49,18.73,0.4933333333333333,0.545664087306254,1.240000000000002,19.832650000000005,1.240000000000002,2.342650000000006
24,23,4,20.65,21.82,0.4966666666666666,0.5804709385962699,1.1700000000000017,18.50495,1.1700000000000017,2.1450499999999977
41,0,0,26.51,29.43,0.49491525423728805,0.2594679868397837,2.919999999999998,22.6136,2.919999999999998,3.8964
81,0,2,17.42,19.21,0.49291784702549574,0.26726057906458794,1.7899999999999991,17.9786,1.7899999999999991,0.5585999999999984
38,7,5,18.8,22.73,0.4982817869415808,0.20182725749193592,3.9299999999999997,19.250900000000005,3.9299999999999997,0.4509000000000043
25,0,0,10.06,17.07,0.4962406015037594,0.12659219830366455,7.01,9.357399999999995,7.01,0.7026000000000057
138,0,6,9.94,10.86,0.4919093851132686,0.46672231919253243,0.9199999999999999,20.397599999999997,0.9199999999999999,10.457599999999998
9,9,5,19.67,19.67,0.48805460750853236,0.6967213114754098,0.0,19.872500000000006,0.0,0.20250000000000412
83,22,6,25.55,30.84,0.49514563106796117,0.17089148390771858,5.289999999999999,21.413899999999998,5.289999999999999,4.1361000000000026
53,17,5,17.22,21.35,0.49612403100775193,0.20806074515776152,4.130000000000003,17.122499999999988,4.130000000000003,0.0975000000000108
47,11,2,19.41,28.15,0.49572649572649574,0.1219136234970993,8.739999999999998,19.568100000000012,8.739999999999998,0.15810000000001168
33,13,2,28.75,29.45,0.4920634920634921,0.24865226294454432,0.6999999999999993,25.969650000000005,0.6999999999999993,2.780349999999995
85,12,2,27.3,32.04,0.4982578397212543,0.24163399288775417,4.739999999999998,22.76385,4.739999999999998,4.536149999999999
142,12,3,31.45,32.56,0.4944649446494465,0.38990739699321414,1.110000000000003,27.43495,1.110000000000003,4.015049999999999
69,10,0,24.33,29.83,0.49290780141843976,0.2028737343656939,5.5,21.583000000000002,5.5,2.7469999999999963
73,21,4,21.61,27.47,0.49549549549549554,0.12903410801588552,5.859999999999999,21.14449999999999,5.859999999999999,0.46550000000000935
121,5,1,10.69,10.69,0.49230769230769234,0.8136303218270431,0.0,11.887300000000003,0.0,1.1973000000000038
48,2,5,14.85,19.62,0.4983277591973244,0.15429392993652907,4.770000000000001,13.30170000000001,4.770000000000001,1.5482999999999905
28,23,6,20.87,23.84,0.49354838709677423,0.39762748931376113,2.969999999999999,22.341300000000004,2.969999999999999,1.471300000000003
14,17,0,22.13,22.13,0.4982332155477032,0.6486117432862994,0.0,21.356200000000005,0.0,0.7737999999999943
67,10,3,16.92,19.99,0.4945054945054945,0.2151951700639608,3.0699999999999967,16.5171,3.0699999999999967,0.4029000000000025
29,5,6,22.75,25.88,0.4947735191637631,0.3252176741023253,3.129999999999999,22.598000000000017,3.129999999999999,0.15199999999998326
103,6,4,17.01,20.81,0.49632352941176466,0.20305769401374088,3.799999999999997,17.154400000000017,3.799999999999997,0.14440000000001518
97,5,6,34.58,37.78,0.49180327868852464,0.250639653281813,3.200000000000003,26.737699999999986,3.200000000000003,7.842300000000012
31,4,5,22.12,22.46,0.4947735191637631,0.9654940811015027,0.33999999999999986,23.0543,0.33999999999999986,0.9343000000000004
90,12,6,31.31,36.58,0.495176848874598,0.16054002123679023,5.27,28.01459999999999,5.27,3.295400000000008
19,4,6,10.28,12.68,0.48895899053627767,0.29292870115413905,2.4000000000000004,15.945600000000002,2.4000000000000004,5.665600000000003
187,4,4,19.24,19.26,0.4905660377358491,0.3483574375740617,0.020000000000003126,20.324100000000005,0.020000000000003126,1.0841000000000065
194,5,1,22.71,26.06,0.4961832061068702,0.24101665205959688,3.349999999999998,23.239199999999993,3.349999999999998,0.5291999999999923
45,19,5,27.23,27.23,0.4965753424657534,0.9926593259926593,0.0,28.08850000000003,0.0,0.8585000000000313
67,17,3,23.21,27.89,0.4945054945054945,0.2151951700639608,4.68,18.678199999999993,4.68,4.531800000000008
84,6,4,17.53,17.86,0.49473684210526325,0.5039088254685882,0.3299999999999983,19.652400000000007,0.3299999999999983,2.122400000000006
10,12,3,26.01,31.9,0.4907063197026022,0.17633482872183182,5.889999999999997,22.538199999999996,5.889999999999997,3.4718000000000053
108,14,3,10.94,11.34,0.49019607843137253,0.7071302298173247,0.40000000000000036,20.455700000000004,0.40000000000000036,9.515700000000004
191,1,6,9.21,10.82,0.49290780141843976,0.2978881855417842,1.6099999999999994,11.3728,1.6099999999999994,2.162799999999999
59,12,4,21.13,27.68,0.48948948948948945,0.12804865849022629,6.550000000000001,18.749799999999997,6.550000000000001,2.380200000000002
145,2,5,23.04,23.04,0.49283667621776506,0.7182374065806076,0.0,22.30759999999999,0.0,0.732400000000009
153,17,2,31.31,31.31,0.49811320754716976,0.5819592628516004,0.0,24.364599999999992,0.0,6.9454000000000065
95,19,6,23.3,23.3,0.495016611295681,0.9243027888446216,0.0,26.57464999999999,0.0,3.2746499999999905
1,4,6,23.27,27.38,0.9838187702265372,0.21769500415677467,4.109999999999999,22.43269999999999,4.109999999999999,0.8373000000000097
156,8,4,17.56,20.03,0.49230769230769234,0.23446658851113714,2.4700000000000024,18.126300000000004,2.4700000000000024,0.5663000000000054
198,16,0,14.64,20.11,0.49491525423728805,0.1693467523303747,5.469999999999999,15.141000000000004,5.469999999999999,0.501000000000003
8,6,1,18.48,21.78,0.9846938775510203,0.21129755910157372,3.3000000000000007,16.5544,3.3000000000000007,1.9255999999999993
155,21,4,21.1,24.81,0.4965986394557823,0.23107109420131072,3.7099999999999973,22.58349999999999,3.7099999999999973,1.4834999999999887
137,2,5,13.87,15.4,0.49824561403508766,0.3944560988291826,1.5300000000000011,15.3463,1.5300000000000011,1.4763000000000002
85,0,3,23.29,25.44,0.4982578397212543,0.24163399288775417,2.150000000000002,20.589299999999998,2.150000000000002,2.700700000000001
62,9,0,14.7,18.77,0.4915824915824916,0.17766518338172516,4.07,12.036999999999999,4.07,2.6630000000000003
11,19,4,23.29,28.36,0.49504950495049505,0.25580459829394836,5.07,22.76334999999999,5.07,0.5266500000000107
44,9,5,16.34,21.34,0.4938650306748466,0.16527505073944057,5.0,14.128800000000007,5.0,2.2111999999999927
77,14,1,18.22,20.79,0.4913494809688581,0.2543813243587002,2.5700000000000003,18.38809999999998,2.5700000000000003,0.16809999999998126
69,5,2,21.07,26.25,0.49290780141843976,0.2028737343656939,5.18,16.761000000000003,5.18,4.3089999999999975
156,15,5,13.71,17.98,0.49230769230769234,0.23446658851113714,4.27,15.7233,4.27,2.013299999999999
170,2,1,13.75,15.31,0.49603174603174605,0.1785566365083894,1.5600000000000005,11.832199999999993,1.5600000000000005,1.9178000000000068
149,8,4,23.5,24.13,0.49508196721311465,0.36076738932533126,0.629999999999999,22.40440000000001,0.629999999999999,1.0955999999999904
95,15,2,23.21,23.21,0.495016611295681,0.9243027888446216,0.0,27.606150000000003,0.0,4.396150000000002
111,4,5,18.15,22.51,0.4945054945054945,0.2515897471407633,4.360000000000003,21.732300000000006,4.360000000000003,3.582300000000007
21,19,1,35.75,36.21,0.49342105263157904,0.6339646564704018,0.46000000000000085,31.980900000000002,0.46000000000000085,3.769099999999998
129,3,0,18.23,19.92,0.4884488448844884,0.4456131194925631,1.6900000000000013,19.347100000000008,1.6900000000000013,1.1171000000000078
111,8,3,24.89,26.99,0.4945054945054945,0.2515897471407633,2.099999999999998,25.497200000000003,2.099999999999998,0.6072000000000024
98,19,0,23.08,25.25,0.49132947976878616,0.3113272435471999,2.1700000000000017,24.571649999999998,2.1700000000000017,1.49165
173,17,1,19.88,19.88,0.4954128440366972,0.7145108752758222,0.0,22.11399999999999,0.0,2.233999999999991
13,11,3,17.78,18.06,0.48951048951048953,0.3169901525190324,0.2799999999999976,17.51740000000001,0.2799999999999976,0.26259999999999195
154,5,5,23.69,29.13,0.4948096885813149,0.15471441736568434,5.439999999999998,21.761299999999988,5.439999999999998,1.9287000000000134
133,9,6,16.72,19.89,0.496551724137931,0.6016970943687323,3.1700000000000017,18.849399999999996,3.1700000000000017,2.129399999999997
53,4,2,19.12,23.18,0.49612403100775193,0.20806074515776152,4.059999999999999,17.89930000000001,4.059999999999999,1.2206999999999901
136,9,4,22.01,28.88,0.9754385964912282,0.1486899212345282,6.869999999999997,19.801200000000005,6.869999999999997,2.2087999999999965
162,10,3,15.31,20.01,0.4969512195121951,0.2691948715429582,4.700000000000001,17.401200000000014,4.700000000000001,2.091200000000013
63,4,6,14.4,17.2,0.48916408668730643,0.1864072999503916,2.799999999999999,12.188500000000001,2.799999999999999,2.211499999999999
105,9,5,14.04,21.49,0.49511400651465803,0.11709487612337899,7.449999999999999,13.7727,7.449999999999999,0.26729999999999876
123,19,2,23.25,27.83,0.4921875,0.21933061981989582,4.579999999999998,24.201449999999994,4.579999999999998,0.9514499999999941
109,8,3,20.15,24.95,0.49484536082474234,0.2418710301602659,4.800000000000001,21.1947,4.800000000000001,1.0447000000000024
115,17,3,27.98,32.56,0.495176848874598,0.1807946143783164,4.580000000000002,22.04169999999999,4.580000000000002,5.938300000000009
194,15,4,23.05,25.79,0.4961832061068702,0.24101665205959688,2.7399999999999984,20.078799999999998,2.7399999999999984,2.971200000000003
192,1,1,14.24,18.64,0.4981549815498156,0.19782762868127354,4.4,15.193799999999996,4.4,0.9537999999999958
139,1,1,19.35,23.03,0.4931972789115646,0.16984880423408805,3.6799999999999997,20.133899999999993,3.6799999999999997,0.783899999999992
122,3,1,17.25,21.21,0.49374999999999997,0.27190269619543783,3.960000000000001,22.9149,3.960000000000001,5.664899999999999
123,8,4,23.7,26.34,0.4921875,0.21933061981989582,2.6400000000000006,23.274499999999993,2.6400000000000006,0.42550000000000665
118,1,5,16.91,16.91,0.4966442953020134,0.7321461810510641,0.0,15.920800000000009,0.0,0.9891999999999914
51,4,6,22.02,28.28,0.49632352941176466,0.1842981790955951,6.260000000000002,21.324399999999986,6.260000000000002,0.6956000000000131
40,18,3,29.2,31.7,0.49025974025974034,0.21518414468572014,2.5,20.60139999999999,2.5,8.598600000000008
80,0,4,19.66,24.45,0.49857549857549854,0.20013193883374963,4.789999999999999,21.220999999999993,4.789999999999999,1.5609999999999928
